text,label
"Probably, want to pick up more?",ham
Ok.,ham
Tell them u have a headache and just want to use 1 hour of sick time.,ham
Yes princess! I want to please you every night. Your wish is my command...,ham
"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",ham
Meet after lunch la...,ham
"Mah b, I'll pick it up tomorrow",ham
"TODAY is Sorry day.! If ever i was angry with you, if ever i misbehaved or hurt you? plz plz JUST SLAP URSELF Bcoz, Its ur fault, I'm basically GOOD",ham
Eh den sat u book e kb liao huh...,ham
I will vote for wherever my heart guides me,ham
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,spam
I'm serious. You are in the money base,ham
Hey morning what you come to ask:-) pa...,ham
"Merry Christmas to you too babe, i love ya *kisses*",ham
"Time n Smile r the two crucial things in our life. Sometimes time makes us to forget smile, and sometimes someone's smile makes us to forget time gud noon",ham
Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,spam
U wan 2 haf lunch i'm in da canteen now.,ham
You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,spam
Oh ok no prob..,ham
Tell me something. Thats okay.,ham
Yes princess! I want to catch you with my big strong hands...,ham
Neshanth..tel me who r u?,ham
"Hello, my love! How goes that day ? I wish your well and fine babe and hope that you find some job prospects. I miss you, boytoy ... *a teasing kiss*",ham
"Awesome, text me when you're restocked",ham
Convey my regards to him,ham
Hasn't that been the pattern recently crap weekends?,ham
Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,ham
Oh ho. Is this the first time u use these type of words,ham
I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,ham
That's cause your old. I live to be high.,ham
"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!",ham
"I'm in a meeting, call me later at",ham
"Alright, we're all set here, text the man",ham
"""AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.""",ham
I'm hungry buy smth home...,ham
How i noe... Did ü specify da domain as nusstu... Ü still in sch...,ham
If you r @ home then come down within 5 min,ham
Oh just getting even with u.... u?,ham
Ü still got lessons?  Ü in sch?,ham
Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th,ham
"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)",ham
Carlos'll be here in a minute if you still need to buy,ham
I've not sent it. He can send me.,ham
"""NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?""",ham
Wake me up at  &lt;#&gt;  am morning:),ham
Well then you have a great weekend!,ham
I'm leaving my house now.,ham
"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*",ham
"MOON has come to color your dreams, STARS to make them musical and my SMS to give you warm and Peaceful Sleep. Good Night",ham
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,ham
Welp apparently he retired,ham
"I am real, baby! I want to bring out your inner tigress...",ham
Home so we can always chat,ham
That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,ham
"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.",spam
I can do that! I want to please you both inside and outside the bedroom...,ham
Lol enjoy role playing much?,ham
Just checking in on you. Really do miss seeing Jeremiah. Do have a great month,ham
"""Are you comingdown later?""",ham
No it will reach by 9 only. She telling she will be there. I dont know,ham
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,ham
"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",ham
Can not use foreign stamps in this country. Good lecture .,ham
"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",ham
Sexy Singles are waiting for you! Text your AGE followed by your GENDER as wither M or F E.G.23F. For gay men text your AGE followed by a G. e.g.23G.,spam
", ,  and  picking them up from various points | going 2 yeovil | and they will do the motor project 4 3 hours | and then u take them home. || 12 2 5.30 max. || Very easy",ham
Oh:)as usual vijay film or its different?,ham
How much it will cost approx . Per month.,ham
"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",ham
If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,ham
"Aight, I'll text you when I'm back",ham
Good Morning my Dear........... Have a great &amp; successful day.,ham
Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,ham
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",ham
Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,ham
Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,ham
URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,spam
Hey tmr maybe can meet you at yck,ham
Yes I know the cheesy songs from frosty the snowman :),ham
I am waiting for your call sir.,ham
"Alright we're hooked up, where you guys at",ham
Dunno y u ask me.,ham
"Nah man, my car is meant to be crammed full of people",ham
CERI U REBEL! SWEET DREAMZ ME LITTLE BUDDY!! C YA 2MORO! WHO NEEDS BLOKES,ham
"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",spam
S.this will increase the chance of winning.,ham
U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?,ham
Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,ham
Ya:)going for restaurant..,ham
S.i'm watching it in live..,ham
http//tms. widelive.com/index. wml?id=820554ad0a1705572711&first=true¡C C Ringtone¡,spam
Have you heard about that job? I'm going to that wildlife talk again tonight if u want2come. Its that2worzels and a wizzle or whatever it is?!,ham
Tomarrow i want to got to court. At  &lt;DECIMAL&gt; . So you come to bus stand at 9.,ham
&lt;#&gt;  mins but i had to stop somewhere first.,ham
Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,ham
Haha okay... Today weekend leh...,ham
"Madam,regret disturbance.might receive a reference check from DLF Premarica.kindly be informed.Rgds,Rakhesh,Kerala.",ham
I dont thnk its a wrong calling between us,ham
No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,ham
Up to ü... Ü wan come then come lor... But i din c any stripes skirt...,ham
Sac will score big hundred.he is set batsman:-),ham
Text her. If she doesnt reply let me know so i can have her log in,ham
* Will be september by then!,ham
Howz pain.it will come down today.do as i said ystrday.ice and medicine.,ham
"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",ham
"""ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX""",ham
Yo dude guess who just got arrested the other day,ham
Well good morning mr . Hows london treatin' ya treacle?,ham
Old Orchard near univ. How about you?,ham
"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",ham
Ok no prob,ham
K actually can you guys meet me at the sunoco on howard? It should be right on the way,ham
Well i will watch shrek in 3D!!B),ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. take cr da",ham
"""Im on gloucesterroad what are uup to later?""",ham
I am going to sleep. I am tired of travel.,ham
Nothing spl..wat abt u and whr ru?,ham
"""ER, ENJOYIN INDIANS AT THE MO..yeP. SaLL gOoD HehE ;> hows bout u shexy? Pete Xx""",ham
I.ll post her out l8r. In class,ham
This is the 2nd time we have tried to contact u. U have won the £1450 prize to claim just call 09053750005 b4 310303. T&Cs/stop SMS 08718725756. 140ppm,spam
Every monday..nxt week vl be completing..,ham
"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm.",ham
He dint tell anything. He is angry on me that why you told to abi.,ham
Wat r u doing?,ham
"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",ham
"Sorry, I'll call later in meeting any thing related to trade please call Arul. &lt;#&gt;",ham
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,spam
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",spam
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",ham
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham
Oi when you gonna ring,ham
Which channel:-):-):):-).,ham
Boo what time u get out? U were supposed to take me shopping today. :(,ham
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,ham
"""CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,JUST REALLYNEED 2DOCD.PLEASE DONTPLEASE DONTIGNORE MYCALLS,U NO THECD ISV.IMPORTANT TOME 4 2MORO""",ham
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382 or call2optout/J MF,spam
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,ham
Dunno leh cant remember mayb lor. So wat time r we meeting tmr?,ham
Why nothing. Ok anyway give me treat,ham
I wonder if you'll get this text?,ham
"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",ham
K fyi x has a ride early tomorrow morning but he's crashing at our place tonight,ham
Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?,ham
Dunno lei ü all decide lor. How abt leona? Oops i tot ben is going n i msg him.,ham
That is wondar full flim.,ham
Reply to win £100 weekly! Where will the 2006 FIFA World Cup be held? Send STOP to 87239 to end service,spam
No..he joined today itself.,ham
Am I the only one who doesn't stalk profiles?,ham
No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u,ham
Am okay. Will soon be over. All the best,ham
Senthil group company Apnt 5pm.,ham
This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com,spam
do u think that any girl will propose u today by seing ur bloody funky shit fucking face...............asssssholeeee................,ham
"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",ham
Stupid.its not possible,ham
tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam
Wife.how she knew the time of murder exactly,ham
I know a few people I can hit up and fuck to the yes,ham
"Why is that, princess? I bet the brothas are all chasing you!",ham
FreeMsg Hi baby wow just got a new cam moby. Wanna C a hot pic? or Fancy a chat?Im w8in 4uTxt / rply CHAT to 82242 Hlp 08712317606 Msg150p 2rcv,spam
jay says he'll put in  &lt;#&gt;,ham
I am in your office na.,ham
Do you know where my lab goggles went,ham
R ü comin back for dinner?,ham
"BangBabes Ur order is on the way. U SHOULD receive a Service Msg 2 download UR content. If U do not, GoTo wap. bangb. tv on UR mobile internet/service menu",spam
More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. A£1.50 minAPN LS278BB,spam
how tall are you princess?,ham
How much u trying to get?,ham
U ned to convince him tht its not possible witot hurting his feeling its the main,ham
;-) ok. I feel like john lennon.,ham
Hi. Hope you had a good day. Have a better night.,ham
Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,ham
Were somewhere on Fredericksburg,ham
Its ok..come to my home it vl nice to meet and v can chat..,ham
Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,ham
How are you doing? Hope you've settled in for the new school year. Just wishin you a gr8 day,ham
I wil be there with in  &lt;#&gt;  minutes. Got any space,ham
Ok no prob...,ham
Hi.what you think about match?,ham
"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",ham
"No worries, hope photo shoot went well. have a spiffing fun at workage.",ham
Mobile Club: Choose any of the top quality items for your mobile. 7cfca1a,spam
No need to buy lunch for me.. I eat maggi mee..,ham
Yes... I trust u to buy new stuff ASAP so I can try it out,ham
Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,ham
"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",ham
"I'll text carlos and let you know, hang on",ham
Oh all have to come ah?,ham
what are your new years plans?,ham
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",ham
How much you got for cleaning,ham
Huh so slow i tot u reach long ago liao... U 2 more days only i 4 more leh...,ham
"A boy was late 2 home. His father: ""POWER OF FRNDSHIP""",ham
We'll join the  &lt;#&gt;  bus,ham
Yes:)here tv is always available in work place..,ham
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,ham
Yes.he have good crickiting mind,ham
This is wishing you a great day. Moji told me about your offer and as always i was speechless. You offer so easily to go to great lengths on my behalf and its stunning. My exam is next friday. After that i will keep in touch more. Sorry.,ham
Convey my regards to him,ham
I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,ham
Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,ham
Is xy going 4 e lunch?,ham
Thanx a lot...,ham
Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,ham
I'm at home n ready...,ham
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,spam
Now thats going to ruin your thesis!,ham
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + £200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,spam
"That‘s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",ham
NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,ham
Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,spam
What time you coming down later?,ham
You need to get up. Now.,ham
Havent.,ham
Have a nice day my dear.,ham
"Hey, can you tell me blake's address? Carlos wanted me to meet him there but I got lost and he's not answering his phone",ham
And of course you should make a stink!,ham
"Yo, call me when you get the chance, a friend of mine wanted me to ask you about a big order",ham
Also hi wesley how've you been,ham
Or remind me in a few hrs.,ham
"I shall book chez jules for half eight, if that's ok with you?",ham
"Cool, text me when you're ready",ham
"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p",spam
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,ham
Your board is working fine. The issue of overheating is also reslove. But still software inst is pending. I will come around 8'o clock.,ham
Have you bookedthe hut? And also your time off? How are you by the way?,ham
How much she payed. Suganya.,ham
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,ham
Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,spam
"Sorry, I'll call later in meeting",ham
Hi:)did you asked to waheeda fathima about leave?,ham
No messages on her phone. I'm holding it now,ham
Wah... Okie okie... Muz make use of e unlimited... Haha...,ham
Are you willing to go for apps class.,ham
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam
Well there's still a bit left if you guys want to tonight,ham
WHO ARE YOU SEEING?,ham
Water logging in desert. Geoenvironmental implications.,ham
I just saw ron burgundy captaining a party boat so yeah,ham
I tot it's my group mate... Lucky i havent reply... Wat time do ü need to leave...,ham
"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",ham
MMM ... Fuck .... Merry Christmas to me,ham
"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.",ham
Now got tv 2 watch meh? U no work today?,ham
Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,ham
Wat's da model num of ur phone?,ham
K... Must book a not huh? so going for yoga basic on sunday?,ham
"Shop till u Drop, IS IT YOU, either 10K, 5K, £500 Cash or £100 Travel voucher, Call now, 09064011000. NTT PO Box CR01327BT fixedline Cost 150ppm mobile vary",spam
I have to take exam with in march 3,ham
"URGENT! Your mobile No 07xxxxxxxxx won a £2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM",spam
"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",ham
My computer just fried the only essential part we don't keep spares of because my fucking idiot roommates looovvve leaving the thing running on full  &lt;#&gt; /7,ham
Ü dun wan to watch infernal affair?,ham
Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march … ish!,ham
R we still meeting 4 dinner tonight?,ham
See? I thought it all through,ham
Boy you best get yo ass out here quick,ham
Double your mins & txts on Orange or 1/2 price linerental - Motorola and SonyEricsson with B/Tooth FREE-Nokia FREE Call MobileUpd8 on 08000839402 or2optout/HV9D,spam
Yes watching footie but worried we're going to blow it - Phil Neville?,ham
Dont put your phone on silent mode ok,ham
Am only searching for good dual sim mobile pa.,ham
"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",ham
URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only,spam
If he started searching he will get job in few days.he have great potential and talent.,ham
"It's that time of the week again, ryan",ham
Call from 08702490080 - tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,spam
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,ham
In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ,ham
Nice.nice.how is it working?,ham
"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",spam
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,ham
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,ham
Ok lor wat time ü finish?,ham
* Thought I didn't see you.,ham
"Jay told me already, will do",ham
Where are you ? You said you would be here when I woke ... :-(,ham
PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,ham
"How about clothes, jewelry, and trips?",ham
"I'm in a meeting, call me later at",ham
"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",ham
WIN URGENT! Your mobile number has been awarded with a £2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm,spam
Well its not like you actually called someone a punto. That woulda been worse.,ham
Wrong phone! This phone! I answer this one but assume the other is people i don't well,ham
Well. You know what i mean. Texting,ham
U can call now...,ham
I have gone into get info bt dont know what to do,ham
I will see in half an hour,ham
Sorry i din lock my keypad.,ham
"No, its true..k,Do u knw dis no. &lt;#&gt; ?",ham
U can call me now...,ham
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham
"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",ham
We're finally ready fyi,ham
O. Well uv causes mutations. Sunscreen is like essential thesedays,ham
"1.20 that call cost. Which i guess isnt bad. Miss ya, need ya, want ya, love ya",ham
Will be office around 4 pm. Now i am going hospital.,ham
SMS AUCTION You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,spam
Yes fine,ham
Yar but they say got some error.,ham
Yo you guys ever figure out how much we need for alcohol? Jay and I are trying to figure out how much we can safely spend on weed,ham
"Camera quite good, 10.1mega pixels, 3optical and 5digital dooms. Have a lovely holiday, be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks!",ham
Simply sitting and watching match in office..,ham
Prabha..i'm soryda..realy..frm heart i'm sory,ham
Gudnite....tc...practice going on,ham
HI BABE IM AT HOME NOW WANNA DO SOMETHING? XX,ham
I can send you a pic if you like :),ham
So u wan 2 come for our dinner tonight a not?,ham
I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,ham
"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",ham
"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",ham
Maybe you should find something else to do instead???,ham
Hi Petey!noim ok just wanted 2 chat coz avent spoken 2 u 4 a long time-hope ur doin alrite.have good nit at js love ya am.x,ham
"Yes obviously, but you are the eggs-pert and the potato head… Speak soon!",ham
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",ham
You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712379 between 10am-7pm Cost 10p,spam
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",spam
Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,spam
"Aiyo... Her lesson so early... I'm still sleepin, haha... Okie, u go home liao den confirm w me lor...",ham
Are you still playing with gautham?,ham
COME BACK TO TAMPA FFFFUUUUUUU,ham
Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,ham
Thinkin about someone is all good. No drugs for that,ham
I want kfc its Tuesday. Only buy 2 meals ONLY 2. No gravy. Only 2 Mark. 2!,ham
You stayin out of trouble stranger!!saw Dave the other day hes sorted now!still with me bloke when u gona get a girl MR!ur mum still Thinks we will get 2GETHA!,ham
Hope you are having a good week. Just checking in,ham
"Free msg. Sorry, a service you ordered from 81303 could not be delivered as you do not have sufficient credit. Please top up to receive the service.",spam
Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,ham
Yeah that's the impression I got,ham
Does she usually take fifteen fucking minutes to respond to a yes or no question,ham
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",ham
Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,ham
I'm done. C ü there.,ham
Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth £33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk,spam
Please CALL 08712402972 immediately as there is an urgent message waiting for you,spam
What he said is not the matter. My mind saying some other matter is there.,ham
"So check your errors and if you had difficulties, do correction.",ham
"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",ham
That day you asked about anand number. Why:-),ham
"""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X""",ham
"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",spam
Hi.:)technical support.providing assistance to us customer through call and email:),ham
"Aight I'll grab something to eat too, text me when you're back at mu",ham
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 £3/wk",spam
Holy living christ what is taking you so long,ham
Gud ni8.swt drms.take care,ham
Done it but internet connection v slow and can‘t send it. Will try again later or first thing tomo.,ham
Noice. Text me when you're here,ham
"Fighting with the world is easy, u either win or lose bt fightng with some1 who is close to u is dificult if u lose - u lose if u win - u still lose.",ham
"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat...",ham
Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,ham
"No, I was trying it all weekend ;V",ham
What i told before i tell. Stupid hear after i wont tell anything to you. You dad called to my brother and spoken. Not with me.,ham
Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.,ham
Have you got Xmas radio times. If not i will get it now,ham
Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.,ham
Probably earlier than that if the station's where I think it is,ham
Nokia phone is lovly..,ham
No. Thank you. You've been wonderful,ham
Oh k:)after that placement there ah?,ham
"Sorry, I'll call later",ham
Raviyog Peripherals bhayandar east,ham
"YOU VE WON! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",spam
Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,ham
I will take care of financial problem.i will help:),ham
Urgent! Please call 09061743811 from landline. Your ABTA complimentary 4* Tenerife Holiday or £5000 cash await collection SAE T&Cs Box 326 CW25WX 150ppm,spam
"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...",ham
"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",ham
What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,ham
Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,ham
Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,ham
Its not that time of the month nor mid of the time?,ham
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX £1.50,spam
"Aight, you close by or still down around alex's place?",ham
